teor_umidade_pct,indice_acidez_mgKOH_g,ponto_fusao_c,indice_oxidacao_1a10,certificacao_exigida,id_pedido
0.65,2.76,30.93,9.0,Internacional,Manteiga de manga_Outubro_245
1.26,4.3,31.34,9.0,Internacional,Manteiga de manga_Outubro_246
0.61,1.78,34.02,6.0,ISO-HACCP,Manteiga de manga_Outubro_247
0.69,3.06,34.48,9.0,Internacional,Manteiga de manga_Outubro_248
0.81,3.34,33.68,7.0,ISO-HACCP,Manteiga de manga_Outubro_249
0.61,4.56,33.98,8.0,ANVISA,Manteiga de manga_Outubro_250
0.48,4.99,30.03,7.0,Internacional,Manteiga de manga_Outubro_251
0.62,1.6,34.23,9.0,Internacional,Manteiga de manga_Outubro_252
0.6,4.73,31.28,8.0,Nenhuma,Manteiga de manga_Outubro_253
0.64,3.94,30.62,7.0,Internacional,Manteiga de manga_Outubro_254
0.76,2.17,32.2,8.0,ANVISA,Manteiga de manga_Outubro_255
0.87,1.21,29.94,10.0,ISO-HACCP,Manteiga de manga_Outubro_256
0.48,2.78,32.56,6.0,ISO-HACCP,Manteiga de manga_Outubro_257
0.62,4.11,31.15,8.0,Internacional,Manteiga de manga_Outubro_258
0.56,5.48,33.74,6.0,Nenhuma,Manteiga de manga_Outubro_259
0.15,5.5,36.24,7.0,ISO-HACCP,Manteiga de manga_Outubro_260
0.78,3.94,32.69,8.0,Internacional,Manteiga de manga_Outubro_261
0.56,3.5,31.93,8.0,ISO-HACCP,Manteiga de manga_Outubro_262
0.36,3.03,37.15,8.0,Nenhuma,Manteiga de manga_Outubro_263
0.67,3.1,31.39,7.0,ANVISA,Manteiga de manga_Outubro_264
0.47,5.18,32.5,7.0,Internacional,Manteiga de manga_Outubro_265
0.9,2.73,33.65,9.0,ISO-HACCP,Manteiga de manga_Outubro_266
0.62,2.78,30.48,9.0,ANVISA,Manteiga de manga_Outubro_267
1.13,3.22,32.43,10.0,Internacional,Manteiga de manga_Outubro_268
0.58,3.41,34.1,10.0,ANVISA,Manteiga de manga_Outubro_269
0.75,3.35,30.17,8.0,Internacional,Manteiga de manga_Outubro_270
0.63,7.28,35.25,8.0,Nenhuma,Manteiga de manga_Outubro_271
0.28,5.1,28.52,5.0,ANVISA,Manteiga de manga_Outubro_272
0.45,5.16,31.31,8.0,ANVISA,Manteiga de manga_Outubro_273
0.22,1.0,32.85,10.0,Internacional,Manteiga de manga_Outubro_274
0.36,3.09,30.24,7.0,Internacional,Manteiga de manga_Outubro_275
0.57,6.05,37.48,9.0,Internacional,Manteiga de manga_Outubro_276
0.5,5.34,34.87,7.0,ANVISA,Manteiga de manga_Outubro_277
0.28,2.35,32.87,8.0,ISO-HACCP,Manteiga de manga_Outubro_278
0.4,5.43,31.47,9.0,ISO-HACCP,Manteiga de manga_Outubro_279
0.91,5.3,30.42,9.0,ANVISA,Manteiga de manga_Outubro_280
0.83,3.84,32.12,9.0,ISO-HACCP,Manteiga de manga_Outubro_281
0.39,1.19,33.46,7.0,ISO-HACCP,Manteiga de manga_Outubro_282
0.46,5.33,36.37,10.0,ANVISA,Manteiga de manga_Outubro_283
0.33,7.71,31.26,10.0,,Manteiga de manga_Outubro_284
0.23,3.94,32.26,6.0,ANVISA,Manteiga de manga_Outubro_285
0.79,3.56,30.1,8.0,Nenhuma,Manteiga de manga_Outubro_286
0.38,4.15,34.25,9.0,ANVISA,Manteiga de manga_Outubro_287
0.48,5.29,30.71,7.0,ISO-HACCP,Manteiga de manga_Outubro_288
0.84,5.9,35.33,8.0,Internacional,Manteiga de manga_Outubro_289
0.94,3.43,35.76,8.0,Internacional,Manteiga de manga_Outubro_290
0.86,3.46,31.05,9.0,ANVISA,Manteiga de manga_Outubro_291
0.78,5.0,31.24,7.0,Internacional,Manteiga de manga_Outubro_292
0.61,3.34,29.4,8.0,Internacional,Manteiga de manga_Outubro_293
0.81,1.0,34.41,7.0,Internacional,Manteiga de manga_Outubro_294
0.64,3.82,37.23,9.0,ISO-HACCP,Manteiga de manga_Outubro_295
0.63,4.72,30.03,7.826709526592636,Nenhuma,Manteiga de manga_Outubro_296
0.91,2.07,30.52,7.0,ISO-HACCP,Manteiga de manga_Outubro_297
0.51,5.81,33.68,8.0,Internacional,Manteiga de manga_Outubro_298
0.85,4.88,33.29,8.0,Internacional,Manteiga de manga_Outubro_299
0.84,6.22,33.07,8.0,Internacional,Manteiga de manga_Outubro_300
0.85,4.04,32.62,6.0,ANVISA,Manteiga de manga_Outubro_301
0.62,6.89,32.41,7.0,ANVISA,Manteiga de manga_Outubro_302
1.05,4.3,34.11,10.0,ANVISA,Manteiga de manga_Outubro_303
0.6,4.67,30.37,6.0,ISO-HACCP,Manteiga de manga_Outubro_304
0.33,4.57,29.52,9.0,ISO-HACCP,Manteiga de manga_Outubro_305
0.51,1.53,28.36,6.0,ANVISA,Manteiga de manga_Outubro_306
0.43,5.09,36.21,9.0,ANVISA,Manteiga de manga_Outubro_307
0.86,1.65,31.59,7.0,Internacional,Manteiga de manga_Outubro_308
0.43,2.57,28.57,7.0,ISO-HACCP,Manteiga de manga_Outubro_309
0.48,5.42,30.87,9.0,Internacional,Manteiga de manga_Outubro_310
0.37,5.74,34.12,5.0,Internacional,Manteiga de manga_Outubro_311
0.67,3.96,33.02,7.0,ANVISA,Manteiga de manga_Outubro_312
0.63,3.7,31.98,8.0,ANVISA,Manteiga de manga_Outubro_313
0.75,4.53,36.2,7.0,ANVISA,Manteiga de manga_Outubro_314
0.63,5.99,28.0,7.0,,Manteiga de manga_Outubro_315
0.33,2.62,29.96,8.0,Nenhuma,Manteiga de manga_Outubro_316
0.1,7.29,33.43,8.0,Internacional,Manteiga de manga_Outubro_317
0.29,6.68,35.15,7.0,ANVISA,Manteiga de manga_Outubro_318
1.28,7.35,32.99,6.0,ISO-HACCP,Manteiga de manga_Outubro_319
1.06,7.16,35.53,9.0,Internacional,Manteiga de manga_Outubro_320
0.29,5.13,30.33,8.0,ISO-HACCP,Manteiga de manga_Outubro_321
0.55,5.07,31.44,6.0,Nenhuma,Manteiga de manga_Outubro_322
0.63,3.64,35.07,10.0,ANVISA,Manteiga de manga_Outubro_323
1.0,7.3,32.24,7.0,Internacional,Manteiga de manga_Outubro_324
0.39,5.78,33.78,8.0,ANVISA,Manteiga de manga_Outubro_325
0.52,5.07,32.17,9.0,Internacional,Manteiga de manga_Outubro_326
0.64,1.22,33.87,9.0,ANVISA,Manteiga de manga_Outubro_327
0.14,2.76,36.58,7.0,ANVISA,Manteiga de manga_Outubro_328
0.68,4.15,31.55,9.0,Internacional,Manteiga de manga_Outubro_329
0.47,3.25,33.96,7.0,Internacional,Manteiga de manga_Outubro_330
0.21,5.16,32.36,7.0,ANVISA,Manteiga de manga_Outubro_331
0.78,3.77,33.44,7.0,Nenhuma,Manteiga de manga_Outubro_332
0.59,6.24,29.46,7.0,ANVISA,Manteiga de manga_Outubro_333
0.86,5.32,31.73,8.0,Internacional,Manteiga de manga_Outubro_334
1.02,4.6,35.53,5.0,Internacional,Manteiga de manga_Outubro_335
0.8,4.41,31.98,8.0,Internacional,Manteiga de manga_Outubro_336
1.21,4.51,33.85,9.0,Internacional,Manteiga de manga_Outubro_337
0.88,3.62,32.03,8.0,ANVISA,Manteiga de manga_Outubro_338
0.56,6.14,35.68,7.0,ISO-HACCP,Manteiga de manga_Outubro_339
0.85,6.32,30.7,9.0,Internacional,Manteiga de manga_Outubro_340
0.53,6.86,32.2,7.0,ISO-HACCP,Manteiga de manga_Outubro_341
0.68,3.3,34.3,7.0,ANVISA,Manteiga de manga_Outubro_342
1.0,3.61,35.89,10.0,Nenhuma,Manteiga de manga_Outubro_343
0.84,5.81,35.19,10.0,ANVISA,Manteiga de manga_Outubro_344
0.24,3.9,29.19,7.0,Internacional,Manteiga de manga_Outubro_345
0.38,5.11,31.21,6.0,Internacional,Manteiga de manga_Outubro_346
0.44,4.92,33.86,7.0,ANVISA,Manteiga de manga_Outubro_347
0.38,3.85,36.48,7.0,Internacional,Manteiga de manga_Outubro_348
0.97,4.81,36.33,8.0,ANVISA,Manteiga de manga_Outubro_349
0.79,3.2,32.95,10.0,ANVISA,Manteiga de manga_Outubro_350
0.85,6.55,34.67,7.826709526592636,ISO-HACCP,Manteiga de manga_Outubro_351
0.43,5.74,32.7,8.0,ISO-HACCP,Manteiga de manga_Outubro_352
0.67,4.45,30.35,7.0,Internacional,Manteiga de manga_Outubro_353
0.43,5.29,31.99,9.0,Internacional,Manteiga de manga_Outubro_354
0.78,7.81,31.67,6.0,ANVISA,Manteiga de manga_Outubro_355
0.73,4.39,33.53,8.0,Internacional,Manteiga de manga_Outubro_356
0.71,2.94,33.29,7.0,Internacional,Manteiga de manga_Outubro_357
1.07,5.2,34.14,8.0,Internacional,Manteiga de manga_Outubro_358
0.79,6.62,29.93,8.0,ANVISA,Manteiga de manga_Outubro_359
0.53,7.46,32.03,7.0,ISO-HACCP,Manteiga de manga_Outubro_360
0.73,3.57,30.77,8.0,,Manteiga de manga_Outubro_361
0.72,2.82,34.5,8.0,Internacional,Manteiga de manga_Outubro_362
0.91,1.0,31.88,7.0,ISO-HACCP,Manteiga de manga_Outubro_363
0.68,4.72,35.16,7.0,ANVISA,Manteiga de manga_Outubro_364
0.94,3.55,34.06,6.0,Nenhuma,Manteiga de manga_Outubro_365
0.62,2.85,35.73,9.0,Internacional,Manteiga de manga_Outubro_366
0.68,4.15,36.11,7.0,Internacional,Manteiga de manga_Outubro_367
1.06,2.6,32.41,9.0,ISO-HACCP,Manteiga de manga_Outubro_368
0.65,3.98,33.08,6.0,ISO-HACCP,Manteiga de manga_Outubro_369
0.45,5.3,34.38,8.0,Internacional,Manteiga de manga_Outubro_370
0.84,3.01,30.49,6.0,ANVISA,Manteiga de manga_Outubro_371
0.53,2.15,32.36,7.0,Internacional,Manteiga de manga_Outubro_372
0.73,5.84,30.24,10.0,Internacional,Manteiga de manga_Outubro_373
1.0,3.82,33.09,8.0,Internacional,Manteiga de manga_Outubro_374
0.54,5.51,33.49,8.0,Internacional,Manteiga de manga_Outubro_375
0.2,4.56,34.71,9.0,Internacional,Manteiga de manga_Outubro_376
0.8,5.02,31.46,8.0,Internacional,Manteiga de manga_Outubro_377
0.32,1.42,30.06,6.0,Internacional,Manteiga de manga_Outubro_378
0.39,4.87,34.16,7.0,ANVISA,Manteiga de manga_Outubro_379
0.62,3.75,34.82,9.0,ANVISA,Manteiga de manga_Outubro_380
0.74,3.37,30.14,8.0,Internacional,Manteiga de manga_Outubro_381
0.67,2.83,33.88,8.0,ISO-HACCP,Manteiga de manga_Outubro_382
0.4,1.67,31.94,7.0,ISO-HACCP,Manteiga de manga_Outubro_383
0.89,2.08,32.13,9.0,Internacional,Manteiga de manga_Outubro_384
0.73,4.82,33.13,8.0,Nenhuma,Manteiga de manga_Outubro_385
0.55,4.25,32.57,8.0,Internacional,Manteiga de manga_Outubro_386
0.23,5.02,34.18,6.0,ISO-HACCP,Manteiga de manga_Outubro_387
0.42,5.86,31.8,8.0,Internacional,Manteiga de manga_Outubro_388
1.0,3.6,32.82,8.0,ANVISA,Manteiga de manga_Outubro_389
1.03,2.49,34.4,5.0,Nenhuma,Manteiga de manga_Outubro_390
0.83,5.21,33.78,7.0,Internacional,Manteiga de manga_Outubro_391
0.55,3.94,36.7,9.0,Internacional,Manteiga de manga_Outubro_392
0.38,3.46,32.62,10.0,ANVISA,Manteiga de manga_Outubro_393
0.1,5.12,32.15,7.0,Internacional,Manteiga de manga_Outubro_394
0.35,2.67,31.62,8.0,ANVISA,Manteiga de manga_Outubro_395
0.81,3.98,30.35,8.0,ANVISA,Manteiga de manga_Outubro_396
0.87,5.32,31.37,6.0,ISO-HACCP,Manteiga de manga_Outubro_397
1.14,4.04,34.58,10.0,Internacional,Manteiga de manga_Outubro_398
1.15,3.7,29.23,8.0,ANVISA,Manteiga de manga_Outubro_399
0.4,2.08,35.06,7.0,ANVISA,Manteiga de manga_Outubro_400
0.33,4.56,28.17,6.0,ISO-HACCP,Manteiga de manga_Outubro_401
0.72,3.66,30.16,7.0,ISO-HACCP,Manteiga de manga_Outubro_402
0.14,4.52,37.0,7.0,ANVISA,Manteiga de manga_Outubro_403
0.49,3.08,32.15,5.0,ISO-HACCP,Manteiga de manga_Outubro_404
0.8,3.41,30.43,8.0,ISO-HACCP,Manteiga de manga_Outubro_405
0.29,3.92,35.81,5.0,Internacional,Manteiga de manga_Outubro_406
0.94,3.05,32.15,8.0,Internacional,Manteiga de manga_Outubro_407
0.87,4.19,32.51,8.0,ANVISA,Manteiga de manga_Outubro_408
0.38,1.44,33.1,8.0,Internacional,Manteiga de manga_Outubro_409
0.55,5.31,29.2,8.0,ANVISA,Manteiga de manga_Outubro_410
0.44,7.92,34.46,8.0,Internacional,Manteiga de manga_Outubro_411
0.37,1.0,33.05,8.0,Nenhuma,Manteiga de manga_Outubro_412
0.81,4.97,31.76,9.0,Internacional,Manteiga de manga_Outubro_413
0.67,6.76,32.66,7.0,ISO-HACCP,Manteiga de manga_Outubro_414
0.56,1.61,37.78,9.0,ISO-HACCP,Manteiga de manga_Outubro_415
1.0,4.56,34.99,8.0,ISO-HACCP,Manteiga de manga_Outubro_416
0.46,2.3,33.34,9.0,Internacional,Manteiga de manga_Outubro_417
0.78,4.85,33.57,8.0,ISO-HACCP,Manteiga de manga_Outubro_418
0.45,2.79,29.93,8.0,Internacional,Manteiga de manga_Outubro_419
0.18,1.9,34.09,9.0,Internacional,Manteiga de manga_Outubro_420
0.92,2.87,30.31,7.0,ANVISA,Manteiga de manga_Outubro_421
0.43,2.98,30.88,9.0,ISO-HACCP,Manteiga de manga_Outubro_422
0.46,6.38,34.44,9.0,Internacional,Manteiga de manga_Outubro_423
0.87,3.03,32.65,8.0,Internacional,Manteiga de manga_Outubro_424
0.1,2.67,33.38,8.0,ANVISA,Manteiga de manga_Outubro_425
0.42,1.13,32.54,6.0,ANVISA,Manteiga de manga_Outubro_426
0.68,4.39,35.6,9.0,Internacional,Manteiga de manga_Outubro_427
0.23,5.34,37.87,6.0,Internacional,Manteiga de manga_Outubro_428
0.59,3.91,33.67,8.0,ANVISA,Manteiga de manga_Outubro_429
0.54,1.15,30.49,7.0,ISO-HACCP,Manteiga de manga_Outubro_430
0.94,6.84,31.85,9.0,ISO-HACCP,Manteiga de manga_Outubro_431
0.67,5.15,29.99,9.0,Internacional,Manteiga de manga_Outubro_432
0.32,6.16,32.27,7.0,ANVISA,Manteiga de manga_Outubro_433
0.4,5.67,34.62,6.0,Internacional,Manteiga de manga_Outubro_434
0.52,3.37,33.34,8.0,ISO-HACCP,Manteiga de manga_Outubro_435
1.13,3.68,30.68,8.0,Internacional,Manteiga de manga_Outubro_436
0.47,5.34,36.45,9.0,ANVISA,Manteiga de manga_Outubro_437
0.6,3.02,31.65,8.0,Nenhuma,Manteiga de manga_Outubro_438
0.45,2.89,30.9,8.0,ANVISA,Manteiga de manga_Outubro_439
0.71,3.14,32.39,6.0,ISO-HACCP,Manteiga de manga_Outubro_440
0.4,6.28,28.91,7.0,Internacional,Manteiga de manga_Outubro_441
0.65,4.83,33.38,8.0,Nenhuma,Manteiga de manga_Outubro_442
0.53,5.25,29.82,7.0,Nenhuma,Manteiga de manga_Outubro_443
0.87,4.68,33.79,7.0,ISO-HACCP,Manteiga de manga_Outubro_444
0.41,1.0,30.67,7.0,Internacional,Manteiga de manga_Outubro_445
0.43,3.08,35.01,9.0,Internacional,Manteiga de manga_Outubro_446
0.29,5.26,36.45,6.0,ANVISA,Manteiga de manga_Outubro_447
0.16,4.13,34.1,7.0,ISO-HACCP,Manteiga de manga_Outubro_448
0.78,4.66,32.49,10.0,,Manteiga de manga_Outubro_449
0.44,1.59,35.98,10.0,ISO-HACCP,Manteiga de manga_Outubro_450
0.58,5.23,29.36,7.0,Internacional,Manteiga de manga_Outubro_451
0.83,4.57,30.2,9.0,ANVISA,Manteiga de manga_Outubro_452
0.38,3.4,31.99,9.0,Nenhuma,Manteiga de manga_Outubro_453
0.68,3.42,33.4,8.0,Internacional,Manteiga de manga_Outubro_454
0.59,5.78,35.42,7.0,ISO-HACCP,Manteiga de manga_Outubro_455
0.69,3.89,32.64,8.0,ISO-HACCP,Manteiga de manga_Outubro_456
0.91,4.31,29.78,8.0,ISO-HACCP,Manteiga de manga_Outubro_457
0.53,3.55,34.19,9.0,ISO-HACCP,Manteiga de manga_Outubro_458
0.58,3.92,33.47,8.0,Internacional,Manteiga de manga_Outubro_459
0.87,4.68,33.06,7.0,Nenhuma,Manteiga de manga_Outubro_460
0.34,5.23,35.54,6.0,Internacional,Manteiga de manga_Outubro_461
0.92,5.17,35.28,8.0,Nenhuma,Manteiga de manga_Outubro_462
0.61,6.05,37.94,9.0,Internacional,Manteiga de manga_Outubro_463
0.47,6.89,33.16,5.0,ISO-HACCP,Manteiga de manga_Outubro_464
0.45,2.63,30.54,8.0,ISO-HACCP,Manteiga de manga_Outubro_465
0.78,3.75,36.11,9.0,ANVISA,Manteiga de manga_Outubro_466
0.43,4.64,32.78,7.0,ANVISA,Manteiga de manga_Outubro_467
0.73,2.16,36.85,5.0,ANVISA,Manteiga de manga_Outubro_468
0.81,8.85,32.71,10.0,ANVISA,Manteiga de manga_Outubro_469
0.52,2.64,34.27,10.0,Internacional,Manteiga de manga_Outubro_470
0.19,8.53,33.0,7.0,ANVISA,Manteiga de manga_Outubro_471
0.68,4.51,36.39,10.0,Internacional,Manteiga de manga_Outubro_472
0.1,4.23,32.44,8.0,ISO-HACCP,Manteiga de manga_Outubro_473
0.53,5.8,34.81,9.0,Nenhuma,Manteiga de manga_Outubro_474
0.53,7.54,34.8,7.0,Internacional,Manteiga de manga_Outubro_475
1.1,5.66,30.15,8.0,,Manteiga de manga_Outubro_476
0.24,3.29,28.54,7.0,ANVISA,Manteiga de manga_Outubro_477
0.39,4.95,32.49,9.0,ISO-HACCP,Manteiga de manga_Outubro_478
0.23,1.0,34.58,6.0,ANVISA,Manteiga de manga_Outubro_479
0.91,5.08,34.2,7.0,ANVISA,Manteiga de manga_Outubro_480
0.28,4.14,31.95,8.0,ISO-HACCP,Manteiga de manga_Outubro_481
0.87,3.76,31.46,6.0,ISO-HACCP,Manteiga de manga_Outubro_482
0.87,2.49,34.39,7.0,Nenhuma,Manteiga de manga_Outubro_483
0.87,5.97,30.4,9.0,ANVISA,Manteiga de manga_Outubro_484
0.58,4.74,36.09,8.0,,Manteiga de manga_Outubro_485
0.94,5.08,31.88,8.0,ISO-HACCP,Manteiga de manga_Outubro_486
0.44,6.1,32.99,7.826709526592636,ANVISA,Manteiga de manga_Outubro_487
0.74,3.3,34.09,7.0,ISO-HACCP,Manteiga de manga_Outubro_488
0.69,5.09,34.44,8.0,ISO-HACCP,Manteiga de manga_Outubro_489
0.1,2.93,32.7,8.0,Nenhuma,Manteiga de manga_Outubro_490
0.76,2.8,31.54,7.0,Nenhuma,Manteiga de manga_Outubro_491
0.46,1.1,32.27,10.0,ISO-HACCP,Manteiga de manga_Outubro_492
0.59,4.78,33.77,9.0,ANVISA,Manteiga de manga_Outubro_493
0.18,3.9,31.06,8.0,,Manteiga de manga_Outubro_494
0.25,6.16,34.09,9.0,Nenhuma,Manteiga de manga_Outubro_495
0.4,5.44,30.53,5.0,Nenhuma,Manteiga de manga_Outubro_496
0.68,6.22,33.74,8.0,ANVISA,Manteiga de manga_Outubro_497
0.74,6.43,34.99,7.0,ISO-HACCP,Manteiga de manga_Outubro_498
0.79,2.2,34.2,7.0,Internacional,Manteiga de manga_Outubro_499
0.32,4.85,33.28,8.0,ANVISA,Manteiga de manga_Outubro_500
0.1,3.6,33.45,10.0,Nenhuma,Manteiga de manga_Outubro_501
0.62,3.68,30.42,7.0,ANVISA,Manteiga de manga_Outubro_502
0.49,4.35,34.19,7.0,ANVISA,Manteiga de manga_Outubro_503
0.84,1.64,32.68,9.0,ANVISA,Manteiga de manga_Outubro_504
0.99,2.9,31.22,7.0,ANVISA,Manteiga de manga_Outubro_505
0.78,2.0,33.95,6.0,Nenhuma,Manteiga de manga_Outubro_506
0.66,4.85,33.81,10.0,ANVISA,Manteiga de manga_Outubro_507
0.51,2.33,29.37,7.0,ANVISA,Manteiga de manga_Outubro_508
0.72,5.32,30.16,8.0,Internacional,Manteiga de manga_Outubro_509
0.47,4.66,33.02,9.0,Internacional,Manteiga de manga_Outubro_510
0.56,5.42,36.05,8.0,ISO-HACCP,Manteiga de manga_Outubro_511
0.51,6.19,32.44,7.0,ANVISA,Manteiga de manga_Outubro_512
0.7,3.93,35.92,8.0,ANVISA,Manteiga de manga_Outubro_513
1.14,4.45,33.6,7.0,ISO-HACCP,Manteiga de manga_Outubro_514
0.67,2.34,33.33,8.0,Internacional,Manteiga de manga_Outubro_515
0.59,4.94,30.85,6.0,ISO-HACCP,Manteiga de manga_Outubro_516
0.76,7.57,36.06,6.0,Internacional,Manteiga de manga_Outubro_517
0.93,6.23,31.68,8.0,ISO-HACCP,Manteiga de manga_Outubro_518
1.03,7.71,39.44,10.0,ISO-HACCP,Manteiga de manga_Outubro_519
0.38,3.08,33.46,7.0,Internacional,Manteiga de manga_Outubro_520
0.8,2.49,31.61,8.0,ANVISA,Manteiga de manga_Outubro_521
0.52,4.01,32.41,8.0,ANVISA,Manteiga de manga_Outubro_522
0.6,3.03,31.66,8.0,ANVISA,Manteiga de manga_Outubro_523
0.69,4.44,33.35,7.826709526592636,Internacional,Manteiga de manga_Outubro_524
0.92,3.95,33.18,10.0,ISO-HACCP,Manteiga de manga_Outubro_525
1.1,3.88,33.98,6.0,ANVISA,Manteiga de manga_Outubro_526
0.54,5.61,34.9,10.0,Internacional,Manteiga de manga_Outubro_527
0.72,1.47,34.47,9.0,ANVISA,Manteiga de manga_Outubro_528
0.57,4.44,32.96,9.0,ANVISA,Manteiga de manga_Outubro_529
0.86,5.69,32.64,9.0,Internacional,Manteiga de manga_Outubro_530
0.37,7.23,34.53,7.0,Internacional,Manteiga de manga_Outubro_531
0.23,3.35,33.59,10.0,ISO-HACCP,Manteiga de manga_Outubro_532
0.75,5.3,33.72,8.0,ANVISA,Manteiga de manga_Outubro_533
0.82,3.97,35.65,7.0,ANVISA,Manteiga de manga_Outubro_534
0.55,2.98,32.5,5.0,Internacional,Manteiga de manga_Outubro_535
0.58,6.33,34.34,6.0,ISO-HACCP,Manteiga de manga_Outubro_536
0.92,4.24,33.17,6.0,ISO-HACCP,Manteiga de manga_Outubro_537
0.55,6.04,30.26,8.0,ANVISA,Manteiga de manga_Outubro_538
1.21,3.97,30.63,8.0,Internacional,Manteiga de manga_Outubro_539
0.94,4.84,31.08,8.0,Internacional,Manteiga de manga_Outubro_540
0.74,3.05,32.17,7.0,Internacional,Manteiga de manga_Outubro_541
0.64,3.83,32.37,6.0,ANVISA,Manteiga de manga_Outubro_542
0.91,3.94,32.08,9.0,ANVISA,Manteiga de manga_Outubro_543
0.56,8.18,32.62,8.0,ANVISA,Manteiga de manga_Outubro_544
0.54,4.64,36.04,9.0,ISO-HACCP,Manteiga de manga_Outubro_545
0.36,9.24,31.84,6.0,ISO-HACCP,Manteiga de manga_Outubro_546
0.67,4.02,34.23,8.0,ISO-HACCP,Manteiga de manga_Outubro_547
0.93,4.09,30.88,7.0,Nenhuma,Manteiga de manga_Outubro_548
0.58,2.88,31.86,7.0,ISO-HACCP,Manteiga de manga_Outubro_549
0.59,3.3,34.21,9.0,ISO-HACCP,Manteiga de manga_Outubro_550
0.54,6.41,32.44,6.0,ANVISA,Manteiga de manga_Outubro_551
0.6,5.28,33.02,9.0,ISO-HACCP,Manteiga de manga_Outubro_552
0.52,5.42,32.11,7.0,ISO-HACCP,Manteiga de manga_Outubro_553
0.71,5.21,32.55,8.0,ANVISA,Manteiga de manga_Outubro_554
0.52,4.41,33.68,8.0,ANVISA,Manteiga de manga_Outubro_555
0.18,4.34,35.46,6.0,Internacional,Manteiga de manga_Outubro_556
0.34,4.97,38.44,9.0,ISO-HACCP,Manteiga de manga_Outubro_557
0.97,5.15,34.57,10.0,Internacional,Manteiga de manga_Outubro_558
0.15,5.3,30.08,8.0,ANVISA,Manteiga de manga_Outubro_559
1.1,7.1,31.58,6.0,Internacional,Manteiga de manga_Outubro_560
0.65,1.66,36.28,6.0,Internacional,Manteiga de manga_Outubro_561
0.37,3.03,30.72,8.0,Internacional,Manteiga de manga_Outubro_562
0.58,3.1,34.15,6.0,ANVISA,Manteiga de manga_Outubro_563
0.41,5.06,34.05,8.0,ANVISA,Manteiga de manga_Outubro_564
0.55,4.91,36.16,7.0,ANVISA,Manteiga de manga_Outubro_565
1.15,3.41,34.06,9.0,Nenhuma,Manteiga de manga_Outubro_566
0.24,5.46,33.4,8.0,ISO-HACCP,Manteiga de manga_Outubro_567
0.47,5.5,37.85,9.0,ISO-HACCP,Manteiga de manga_Outubro_568
0.28,3.39,31.91,6.0,ISO-HACCP,Manteiga de manga_Outubro_569
0.38,5.82,28.0,9.0,ISO-HACCP,Manteiga de manga_Outubro_570
0.44,3.51,31.9,7.0,ISO-HACCP,Manteiga de manga_Outubro_571
1.13,5.98,28.77,8.0,Internacional,Manteiga de manga_Outubro_572
0.41,3.89,35.95,7.0,ISO-HACCP,Manteiga de manga_Outubro_573
0.14,8.19,32.58,8.0,ISO-HACCP,Manteiga de manga_Outubro_574
0.1,5.8,31.81,7.0,Internacional,Manteiga de manga_Outubro_575
0.31,4.28,33.12,6.0,ANVISA,Manteiga de manga_Outubro_576
0.42,3.63,32.31,6.0,ISO-HACCP,Manteiga de manga_Outubro_577
0.72,4.53,33.27,8.0,ISO-HACCP,Manteiga de manga_Outubro_578
0.79,6.28,34.87,7.0,ANVISA,Manteiga de manga_Outubro_579
0.68,6.5,34.07,10.0,ISO-HACCP,Manteiga de manga_Outubro_580
0.44,3.68,31.29,7.0,Internacional,Manteiga de manga_Outubro_581
0.28,4.44,34.62,9.0,ANVISA,Manteiga de manga_Outubro_582
0.47,4.45,30.81,9.0,Internacional,Manteiga de manga_Outubro_583
0.51,4.61,32.32,9.0,ISO-HACCP,Manteiga de manga_Outubro_584
0.7,1.44,31.92,7.826709526592636,Internacional,Manteiga de manga_Outubro_585
0.89,6.94,32.24,8.0,ISO-HACCP,Manteiga de manga_Outubro_586
0.65,4.21,32.76,7.0,Internacional,Manteiga de manga_Outubro_587
0.86,5.59,36.6,8.0,ANVISA,Manteiga de manga_Outubro_588
0.3,2.76,32.42,8.0,ANVISA,Manteiga de manga_Outubro_589
0.86,5.0,33.52,7.0,ISO-HACCP,Manteiga de manga_Outubro_590
0.68,6.18,32.1,8.0,ISO-HACCP,Manteiga de manga_Outubro_591
0.56,6.23,28.0,7.0,ANVISA,Manteiga de manga_Outubro_592
0.52,3.65,34.22,9.0,Internacional,Manteiga de manga_Outubro_593
1.01,6.12,31.02,8.0,ISO-HACCP,Manteiga de manga_Outubro_594
0.69,2.27,33.03,7.826709526592636,Nenhuma,Manteiga de manga_Outubro_595
0.38,1.87,35.5,8.0,ISO-HACCP,Manteiga de manga_Outubro_596
0.76,1.0,31.74,8.0,ANVISA,Manteiga de manga_Outubro_597
0.89,5.98,30.49,5.0,ISO-HACCP,Manteiga de manga_Outubro_598
0.45,1.96,31.79,8.0,ANVISA,Manteiga de manga_Outubro_599
0.96,3.56,32.36,7.0,ISO-HACCP,Manteiga de manga_Outubro_600
0.39,6.39,34.29,7.0,ISO-HACCP,Manteiga de manga_Outubro_601
0.77,2.76,34.23,7.0,ISO-HACCP,Manteiga de manga_Outubro_602
1.24,4.86,32.49,7.0,Internacional,Manteiga de manga_Outubro_603
0.44,1.34,39.1,8.0,ISO-HACCP,Manteiga de manga_Outubro_604
0.48,3.37,35.86,6.0,Internacional,Manteiga de manga_Outubro_605
